核警单编号	,报警原因	,处警结果	,事件编号	,用户级别	,口令	,用户编号	,单位负责人	,负责人手机	,用户名称	,用户地址	,事件类型	,事件描述	,报警时间	,报警位置	,接警时间	,接警员	,备注
2018073109533243817513799323	,111用户试机	,	,2018073109445200010000880174	,租赁	,20	,100008001	,13612301230	,13612301231	,TT下级-东区农行机主_01	,广西桂林朝阳路	,警报	,人工报警	,2018-07-31 09:44:52	,03	,2018-07-31 09:53:15	,thlhd01	,	
2018073109533264883188957545	,111用户试机	,	,2018073109443900010000880157	,租赁	,20	,100008001	,13612301230	,13612301231	,TT下级-东区农行机主_01	,广西桂林朝阳路	,警报	,人工报警	,2018-07-31 09:44:39	,03	,2018-07-31 09:53:15	,thlhd01	,	
2018073109533382494473642759	,111用户试机	,	,2018073109444700010000880139	,租赁	,20	,100008001	,13612301230	,13612301231	,TT下级-东区农行机主_01	,广西桂林朝阳路	,警报	,人工报警	,2018-07-31 09:44:47	,03	,2018-07-31 09:53:15	,thlhd01	,	
2018073109533555801748564151	,111用户试机	,	,2018073109425100010000880161	,租赁	,20	,100008001	,13612301230	,13612301231	,TT下级-东区农行机主_01	,广西桂林朝阳路	,警报	,人工报警	,2018-07-31 09:42:51	,03	,2018-07-31 09:53:15	,thlhd01	,	
2018073109533580045017314947	,111用户试机	,	,2018073109425800010000880133	,租赁	,20	,100008001	,13612301230	,13612301231	,TT下级-东区农行机主_01	,广西桂林朝阳路	,警报	,人工报警	,2018-07-31 09:42:58	,03	,2018-07-31 09:53:15	,thlhd01	,	
2018073109531650547095763375	,111用户试机	,	,2018073109441400010000880116	,租赁	,20	,100008001	,13612301230	,13612301231	,TT下级-东区农行机主_01	,广西桂林朝阳路	,警报	,人工报警	,2018-07-31 09:44:14	,03	,2018-07-31 09:53:15	,thlhd01	,	
2018073109531646540626107960	,111用户试机	,	,2018073109432000010000880182	,租赁	,20	,100008001	,13612301230	,13612301231	,TT下级-东区农行机主_01	,广西桂林朝阳路	,警报	,人工报警	,2018-07-31 09:43:20	,03	,2018-07-31 09:53:15	,thlhd01	,	
2018073109531967964081395653	,111用户试机	,	,2018073109450800010000880163	,租赁	,20	,100008001	,13612301230	,13612301231	,TT下级-东区农行机主_01	,广西桂林朝阳路	,警报	,人工报警	,2018-07-31 09:45:08	,03	,2018-07-31 09:53:15	,thlhd01	,	
2018073109532083330508328944	,111用户试机	,	,2018073109431100010000880110	,租赁	,20	,100008001	,13612301230	,13612301231	,TT下级-东区农行机主_01	,广西桂林朝阳路	,警报	,人工报警	,2018-07-31 09:43:11	,03	,2018-07-31 09:53:15	,thlhd01	,	
2018073109532031595748674437	,111用户试机	,	,2018073109441200010000880117	,租赁	,20	,100008001	,13612301230	,13612301231	,TT下级-东区农行机主_01	,广西桂林朝阳路	,警报	,人工报警	,2018-07-31 09:44:12	,03	,2018-07-31 09:53:15	,thlhd01	,	
2018073109532172599274420207	,111用户试机	,	,2018073109445600010000880156	,租赁	,20	,100008001	,13612301230	,13612301231	,TT下级-东区农行机主_01	,广西桂林朝阳路	,警报	,人工报警	,2018-07-31 09:44:56	,03	,2018-07-31 09:53:15	,thlhd01	,	
2018073109532179404887150436	,111用户试机	,	,2018073109450000010000880145	,租赁	,20	,100008001	,13612301230	,13612301231	,TT下级-东区农行机主_01	,广西桂林朝阳路	,警报	,人工报警	,2018-07-31 09:45:00	,03	,2018-07-31 09:53:15	,thlhd01	,	
2018073109532155577077408529	,111用户试机	,	,2018073109445500010000880110	,租赁	,20	,100008001	,13612301230	,13612301231	,TT下级-东区农行机主_01	,广西桂林朝阳路	,警报	,人工报警	,2018-07-31 09:44:55	,03	,2018-07-31 09:53:15	,thlhd01	,	
2018073109532198763151192110	,111用户试机	,	,2018073109445900010000880145	,租赁	,20	,100008001	,13612301230	,13612301231	,TT下级-东区农行机主_01	,广西桂林朝阳路	,警报	,人工报警	,2018-07-31 09:44:59	,03	,2018-07-31 09:53:15	,thlhd01	,	
2018073109532293659408810514	,111用户试机	,	,2018073109442100010000880125	,租赁	,20	,100008001	,13612301230	,13612301231	,TT下级-东区农行机主_01	,广西桂林朝阳路	,警报	,人工报警	,2018-07-31 09:44:21	,03	,2018-07-31 09:53:15	,thlhd01	,	
2018073109532332475609322272	,111用户试机	,	,2018073109442800010000880198	,租赁	,20	,100008001	,13612301230	,13612301231	,TT下级-东区农行机主_01	,广西桂林朝阳路	,警报	,人工报警	,2018-07-31 09:44:28	,03	,2018-07-31 09:53:15	,thlhd01	,	
2018073109532461801984937123	,111用户试机	,	,2018073109450000010000880130	,租赁	,20	,100008001	,13612301230	,13612301231	,TT下级-东区农行机主_01	,广西桂林朝阳路	,警报	,人工报警	,2018-07-31 09:45:00	,03	,2018-07-31 09:53:15	,thlhd01	,	
2018073109532579320144934596	,111用户试机	,	,2018073109451200010000880142	,租赁	,20	,100008001	,13612301230	,13612301231	,TT下级-东区农行机主_01	,广西桂林朝阳路	,警报	,人工报警	,2018-07-31 09:45:12	,03	,2018-07-31 09:53:15	,thlhd01	,	
2018073109532563357116004018	,111用户试机	,	,2018073109431000010000880156	,租赁	,20	,100008001	,13612301230	,13612301231	,TT下级-东区农行机主_01	,广西桂林朝阳路	,警报	,人工报警	,2018-07-31 09:43:10	,03	,2018-07-31 09:53:15	,thlhd01	,	
2018073109532548137856980944	,111用户试机	,	,2018073109430800010000880124	,租赁	,20	,100008001	,13612301230	,13612301231	,TT下级-东区农行机主_01	,广西桂林朝阳路	,警报	,人工报警	,2018-07-31 09:43:08	,03	,2018-07-31 09:53:15	,thlhd01	,	
2018073109532628950167125021	,111用户试机	,	,2018073109441400010000880113	,租赁	,20	,100008001	,13612301230	,13612301231	,TT下级-东区农行机主_01	,广西桂林朝阳路	,警报	,人工报警	,2018-07-31 09:44:14	,03	,2018-07-31 09:53:15	,thlhd01	,	
2018073109532952182884326290	,111用户试机	,	,2018073109450300010000880133	,租赁	,20	,100008001	,13612301230	,13612301231	,TT下级-东区农行机主_01	,广西桂林朝阳路	,警报	,人工报警	,2018-07-31 09:45:03	,03	,2018-07-31 09:53:15	,thlhd01	,	
2018073109533047488663975228	,111用户试机	,	,2018073109443000010000880161	,租赁	,20	,100008001	,13612301230	,13612301231	,TT下级-东区农行机主_01	,广西桂林朝阳路	,警报	,人工报警	,2018-07-31 09:44:30	,03	,2018-07-31 09:53:15	,thlhd01	,	
2018073109533179617227345578	,111用户试机	,	,2018073109431300010000880168	,租赁	,20	,100008001	,13612301230	,13612301231	,TT下级-东区农行机主_01	,广西桂林朝阳路	,警报	,人工报警	,2018-07-31 09:43:13	,03	,2018-07-31 09:53:15	,thlhd01	,	
2018073109533111137558280339	,111用户试机	,	,2018073109444400010000880135	,租赁	,20	,100008001	,13612301230	,13612301231	,TT下级-东区农行机主_01	,广西桂林朝阳路	,警报	,人工报警	,2018-07-31 09:44:44	,03	,2018-07-31 09:53:15	,thlhd01	,	
2018073109533249859797404392	,111用户试机	,	,2018072315562500010000880129	,租赁	,20	,100008001	,13612301230	,13612301231	,TT下级-东区农行机主_01	,广西桂林朝阳路	,火警	,1号防区火警警报	,2018-07-23 15:56:25	,03	,2018-07-31 09:53:15	,thlhd01	,	
2018073109533314448209518656	,111用户试机	,	,2018073109444200010000880117	,租赁	,20	,100008001	,13612301230	,13612301231	,TT下级-东区农行机主_01	,广西桂林朝阳路	,警报	,人工报警	,2018-07-31 09:44:42	,03	,2018-07-31 09:53:15	,thlhd01	,	
2018073109533470745697501026	,111用户试机	,	,2018073109431500010000880142	,租赁	,20	,100008001	,13612301230	,13612301231	,TT下级-东区农行机主_01	,广西桂林朝阳路	,警报	,人工报警	,2018-07-31 09:43:15	,03	,2018-07-31 09:53:15	,thlhd01	,	
2018073109533536369223877620	,111用户试机	,	,2018073109445100010000880130	,租赁	,20	,100008001	,13612301230	,13612301231	,TT下级-东区农行机主_01	,广西桂林朝阳路	,警报	,人工报警	,2018-07-31 09:44:51	,03	,2018-07-31 09:53:15	,thlhd01	,	
2018073109533573115685086856	,111用户试机	,	,2018073109445600010000880166	,租赁	,20	,100008001	,13612301230	,13612301231	,TT下级-东区农行机主_01	,广西桂林朝阳路	,警报	,人工报警	,2018-07-31 09:44:56	,03	,2018-07-31 09:53:15	,thlhd01	,	
2018073109450186534187086800	,111用户试机	,	,2018071917035200010000880015	,买断	,	,100008800	,	,	,TT下级0719机主_01	,	,警报	,人工报警	,2018-07-19 17:03:52	,东区0001防区位置	,2018-07-31 09:44:55	,thlhd01	,	
2018073109450224532334367669	,111用户试机	,	,2018071917033100010000880086	,买断	,	,100008800	,	,	,TT下级0719机主_01	,	,警报	,人工报警	,2018-07-19 17:03:31	,东区0001防区位置	,2018-07-31 09:44:55	,thlhd01	,	
2018073109450291363591000251	,111用户试机	,	,2018073109425700010000880015	,买断	,	,100008800	,	,	,TT下级0719机主_01	,	,警报	,人工报警	,2018-07-31 09:42:57	,东区0001防区位置	,2018-07-31 09:44:55	,thlhd01	,	
2018073109450579473777510835	,111用户试机	,	,2018073109430800010000880054	,买断	,	,100008800	,	,	,TT下级0719机主_01	,	,警报	,人工报警	,2018-07-31 09:43:08	,东区0001防区位置	,2018-07-31 09:44:55	,thlhd01	,	
2018073109450552185594524897	,111用户试机	,	,2018071917061600010000880087	,买断	,	,100008800	,	,	,TT下级0719机主_01	,	,警报	,人工报警	,2018-07-19 17:06:16	,东区0001防区位置	,2018-07-31 09:44:55	,thlhd01	,	
2018073109450570770228545750	,111用户试机	,	,2018073109431000010000880016	,买断	,	,100008800	,	,	,TT下级0719机主_01	,	,警报	,人工报警	,2018-07-31 09:43:10	,东区0001防区位置	,2018-07-31 09:44:55	,thlhd01	,	
2018073109450651510677903731	,111用户试机	,	,2018071916523600010000880096	,买断	,	,100008800	,	,	,TT下级0719机主_01	,	,警报	,人工报警	,2018-07-19 16:52:36	,东区0001防区位置	,2018-07-31 09:44:55	,thlhd01	,	
2018073109450669363703104511	,111用户试机	,	,2018073109425800010000880082	,买断	,	,100008800	,	,	,TT下级0719机主_01	,	,警报	,人工报警	,2018-07-31 09:42:58	,东区0001防区位置	,2018-07-31 09:44:55	,thlhd01	,	
2018073109450183742499659870	,111用户试机	,	,2018071917045700010000880039	,买断	,	,100008800	,	,	,TT下级0719机主_01	,	,警报	,人工报警	,2018-07-19 17:04:57	,东区0001防区位置	,2018-07-31 09:44:55	,thlhd01	,	
2018073109450338704258090984	,111用户试机	,	,2018071916523400010000880067	,买断	,	,100008800	,	,	,TT下级0719机主_01	,	,警报	,人工报警	,2018-07-19 16:52:34	,东区0001防区位置	,2018-07-31 09:44:55	,thlhd01	,	
2018073109450499229414474873	,111用户试机	,	,2018071915140600010000880054	,买断	,	,100008800	,	,	,TT下级0719机主_01	,	,警报	,人工报警	,2018-07-19 15:14:06	,东区0001防区位置	,2018-07-31 09:44:55	,thlhd01	,	
2018073109450193003152852678	,111用户试机	,	,2018073109425200010000880036	,买断	,	,100008800	,	,	,TT下级0719机主_01	,	,警报	,人工报警	,2018-07-31 09:42:52	,东区0001防区位置	,2018-07-31 09:44:55	,thlhd01	,	
2018073109450218728494236395	,111用户试机	,	,2018073109430100010000880033	,买断	,	,100008800	,	,	,TT下级0719机主_01	,	,警报	,人工报警	,2018-07-31 09:43:01	,东区0001防区位置	,2018-07-31 09:44:55	,thlhd01	,	
2018073109450328226585596913	,111用户试机	,	,2018073109430800010000880047	,买断	,	,100008800	,	,	,TT下级0719机主_01	,	,警报	,人工报警	,2018-07-31 09:43:08	,东区0001防区位置	,2018-07-31 09:44:55	,thlhd01	,	
2018073109450542762364423173	,111用户试机	,	,2018073109425600010000880021	,买断	,	,100008800	,	,	,TT下级0719机主_01	,	,警报	,人工报警	,2018-07-31 09:42:56	,东区0001防区位置	,2018-07-31 09:44:55	,thlhd01	,	
2018073109450587913034437003	,111用户试机	,	,2018071917035700010000880051	,买断	,	,100008800	,	,	,TT下级0719机主_01	,	,警报	,人工报警	,2018-07-19 17:03:57	,东区0001防区位置	,2018-07-31 09:44:55	,thlhd01	,	
2018073109450611311199853326	,111用户试机	,	,2018073109430300010000880089	,买断	,	,100008800	,	,	,TT下级0719机主_01	,	,警报	,人工报警	,2018-07-31 09:43:03	,东区0001防区位置	,2018-07-31 09:44:55	,thlhd01	,	
2018073109450138558778728982	,111用户试机	,	,2018071917061300010000880041	,买断	,	,100008800	,	,	,TT下级0719机主_01	,	,警报	,人工报警	,2018-07-19 17:06:13	,东区0001防区位置	,2018-07-31 09:44:55	,thlhd01	,	
2018073109450173160643642793	,111用户试机	,	,2018073109425500010000880081	,买断	,	,100008800	,	,	,TT下级0719机主_01	,	,警报	,人工报警	,2018-07-31 09:42:55	,东区0001防区位置	,2018-07-31 09:44:55	,thlhd01	,	
2018073109450243299977318951	,111用户试机	,	,2018073109430200010000880066	,买断	,	,100008800	,	,	,TT下级0719机主_01	,	,警报	,人工报警	,2018-07-31 09:43:02	,东区0001防区位置	,2018-07-31 09:44:55	,thlhd01	,	
2018073109450360621329247707	,111用户试机	,	,2018073109430700010000880034	,买断	,	,100008800	,	,	,TT下级0719机主_01	,	,警报	,人工报警	,2018-07-31 09:43:07	,东区0001防区位置	,2018-07-31 09:44:55	,thlhd01	,	
2018073109450353444128383075	,111用户试机	,	,2018073109430000010000880096	,买断	,	,100008800	,	,	,TT下级0719机主_01	,	,警报	,人工报警	,2018-07-31 09:43:00	,东区0001防区位置	,2018-07-31 09:44:55	,thlhd01	,	
2018073109450437534566026348	,111用户试机	,	,2018071915101400010000880074	,买断	,	,100008800	,	,	,TT下级0719机主_01	,	,警报	,人工报警	,2018-07-19 15:10:14	,东区0001防区位置	,2018-07-31 09:44:55	,thlhd01	,	
2018073109450571824024999643	,111用户试机	,	,2018073109430400010000880026	,买断	,	,100008800	,	,	,TT下级0719机主_01	,	,警报	,人工报警	,2018-07-31 09:43:04	,东区0001防区位置	,2018-07-31 09:44:55	,thlhd01	,	
2018073109450031421392199509	,111用户试机	,	,2018071916495500010000880020	,买断	,	,100008800	,	,	,TT下级0719机主_01	,	,警报	,人工报警	,2018-07-19 16:49:55	,东区0001防区位置	,2018-07-31 09:44:55	,thlhd01	,	
2018073109450144930807261074	,111用户试机	,	,2018073109425300010000880030	,买断	,	,100008800	,	,	,TT下级0719机主_01	,	,警报	,人工报警	,2018-07-31 09:42:53	,东区0001防区位置	,2018-07-31 09:44:55	,thlhd01	,	
2018073109450167204353223317	,111用户试机	,	,2018071916495800010000880025	,买断	,	,100008800	,	,	,TT下级0719机主_01	,	,警报	,人工报警	,2018-07-19 16:49:58	,东区0001防区位置	,2018-07-31 09:44:55	,thlhd01	,	
2018073109450158240763341642	,111用户试机	,	,2018073109425900010000880043	,买断	,	,100008800	,	,	,TT下级0719机主_01	,	,警报	,人工报警	,2018-07-31 09:42:59	,东区0001防区位置	,2018-07-31 09:44:55	,thlhd01	,	
2018073109450277190143776354	,111用户试机	,	,2018073109430500010000880083	,买断	,	,100008800	,	,	,TT下级0719机主_01	,	,警报	,人工报警	,2018-07-31 09:43:05	,东区0001防区位置	,2018-07-31 09:44:55	,thlhd01	,	
2018073109450254145647494901	,111用户试机	,	,2018073109425000010000880066	,买断	,	,100008800	,	,	,TT下级0719机主_01	,	,警报	,人工报警	,2018-07-31 09:42:50	,东区0001防区位置	,2018-07-31 09:44:55	,thlhd01	,	
2018073109450446359175566363	,111用户试机	,	,2018071915141600010000880054	,买断	,	,100008800	,	,	,TT下级0719机主_01	,	,警报	,人工报警	,2018-07-19 15:14:16	,东区0001防区位置	,2018-07-31 09:44:55	,thlhd01	,	
2018073109450436637631176317	,111用户试机	,	,2018073109425400010000880046	,买断	,	,100008800	,	,	,TT下级0719机主_01	,	,警报	,人工报警	,2018-07-31 09:42:54	,东区0001防区位置	,2018-07-31 09:44:55	,thlhd01	,	
2018073109450514766419904547	,111用户试机	,	,2018073109425100010000880026	,买断	,	,100008800	,	,	,TT下级0719机主_01	,	,警报	,人工报警	,2018-07-31 09:42:51	,东区0001防区位置	,2018-07-31 09:44:55	,thlhd01	,	
2018073109442511052657040000	,111用户试机	,	,2018072515343000010000A00A45	,租赁	,	,10000800C	,	,	,河北银行：10000800C	,	,警报	,人工报警	,2018-07-25 15:34:30	,0001	,2018-07-31 09:44:23	,thlhd01	,	
2018073109442668428898425648	,111用户试机	,	,2018072517420800010000A00A95	,租赁	,	,10000800C	,	,	,河北银行：10000800C	,	,错误	,1号防区接收到未定义的代码(EFF4)	,2018-07-25 17:42:08	,0001	,2018-07-31 09:44:23	,thlhd01	,	
2018073109442840522839111030	,111用户试机	,	,2018073109425200010000A00A10	,租赁	,	,10000800C	,	,	,河北银行：10000800C	,	,警报	,人工报警	,2018-07-31 09:42:52	,0001	,2018-07-31 09:44:23	,thlhd01	,	
2018073109442827709407828725	,111用户试机	,	,2018073109430400010000A00A71	,租赁	,	,10000800C	,	,	,河北银行：10000800C	,	,警报	,人工报警	,2018-07-31 09:43:04	,0001	,2018-07-31 09:44:23	,thlhd01	,	
2018073109442634668786442027	,111用户试机	,	,2018073109430000010000A00A40	,租赁	,	,10000800C	,	,	,河北银行：10000800C	,	,警报	,人工报警	,2018-07-31 09:43:00	,0001	,2018-07-31 09:44:23	,thlhd01	,	
2018073109442665405077174279	,111用户试机	,	,2018073109430300010000A00A53	,租赁	,	,10000800C	,	,	,河北银行：10000800C	,	,警报	,人工报警	,2018-07-31 09:43:03	,0001	,2018-07-31 09:44:23	,thlhd01	,	
2018073109442722016447925846	,111用户试机	,	,2018073109430200010000A00A29	,租赁	,	,10000800C	,	,	,河北银行：10000800C	,	,警报	,人工报警	,2018-07-31 09:43:02	,0001	,2018-07-31 09:44:23	,thlhd01	,	
2018073109442715385684964869	,111用户试机	,	,2018072517260100010000A00A17	,租赁	,	,10000800C	,	,	,河北银行：10000800C	,	,紧急	,个人救护警报	,2018-07-25 17:26:01	,0001	,2018-07-31 09:44:23	,thlhd01	,	
2018073109442842643484768350	,111用户试机	,	,2018072517380800010000A00A20	,租赁	,	,10000800C	,	,	,河北银行：10000800C	,	,警报	,人工报警	,2018-07-25 17:38:08	,0001	,2018-07-31 09:44:23	,thlhd01	,	
2018073109442827820055238673	,111用户试机	,	,2018073109425400010000A00A28	,租赁	,	,10000800C	,	,	,河北银行：10000800C	,	,警报	,人工报警	,2018-07-31 09:42:54	,0001	,2018-07-31 09:44:23	,thlhd01	,	
2018073109442994308415922005	,111用户试机	,	,2018072517271100010000A00A56	,租赁	,	,10000800C	,	,	,河北银行：10000800C	,	,紧急	,个人救护警报	,2018-07-25 17:27:11	,0001	,2018-07-31 09:44:23	,thlhd01	,	
2018073109442566585615024890	,111用户试机	,	,2018072517442400010000A00A16	,租赁	,	,10000800C	,	,	,河北银行：10000800C	,	,错误	,1号防区接收到未定义的代码(EFF5)	,2018-07-25 17:44:24	,0001	,2018-07-31 09:44:23	,thlhd01	,	
2018073109442521711846603026	,111用户试机	,	,2018073109425100010000A00A50	,租赁	,	,10000800C	,	,	,河北银行：10000800C	,	,警报	,人工报警	,2018-07-31 09:42:51	,0001	,2018-07-31 09:44:23	,thlhd01	,	
2018073109442661442363732154	,111用户试机	,	,2018072517404100010000A00A91	,租赁	,	,10000800C	,	,	,河北银行：10000800C	,	,错误	,1号防区接收到未定义的代码(EFF3)	,2018-07-25 17:40:41	,0001	,2018-07-31 09:44:23	,thlhd01	,	
2018073109442686005263549965	,111用户试机	,	,2018073109425300010000A00A83	,租赁	,	,10000800C	,	,	,河北银行：10000800C	,	,警报	,人工报警	,2018-07-31 09:42:53	,0001	,2018-07-31 09:44:23	,thlhd01	,	
2018073109442745543183569239	,111用户试机	,	,2018073109425700010000A00A56	,租赁	,	,10000800C	,	,	,河北银行：10000800C	,	,警报	,人工报警	,2018-07-31 09:42:57	,0001	,2018-07-31 09:44:23	,thlhd01	,	
2018073109442752663877689047	,111用户试机	,	,2018073109425900010000A00A70	,租赁	,	,10000800C	,	,	,河北银行：10000800C	,	,警报	,人工报警	,2018-07-31 09:42:59	,0001	,2018-07-31 09:44:23	,thlhd01	,	
2018073109442747240712729157	,111用户试机	,	,2018073109425800010000A00A57	,租赁	,	,10000800C	,	,	,河北银行：10000800C	,	,警报	,人工报警	,2018-07-31 09:42:58	,0001	,2018-07-31 09:44:23	,thlhd01	,	
2018073109442944949182019863	,111用户试机	,	,2018073109430500010000A00A56	,租赁	,	,10000800C	,	,	,河北银行：10000800C	,	,警报	,人工报警	,2018-07-31 09:43:05	,0001	,2018-07-31 09:44:23	,thlhd01	,	
2018073109442523186999382944	,111用户试机	,	,2018072517385800010000A00A58	,租赁	,	,10000800C	,	,	,河北银行：10000800C	,	,错误	,1号防区接收到未定义的代码(EFF2)	,2018-07-25 17:38:58	,0001	,2018-07-31 09:44:23	,thlhd01	,	
2018073109442699500977408602	,111用户试机	,	,2018072515330500010000A00A37	,租赁	,	,10000800C	,	,	,河北银行：10000800C	,	,警报	,人工报警	,2018-07-25 15:33:05	,0001	,2018-07-31 09:44:23	,thlhd01	,	
2018073109442818771497308189	,111用户试机	,	,2018073109425600010000A00A10	,租赁	,	,10000800C	,	,	,河北银行：10000800C	,	,警报	,人工报警	,2018-07-31 09:42:56	,0001	,2018-07-31 09:44:23	,thlhd01	,	
2018073109442842190311656291	,111用户试机	,	,2018073109430100010000A00A38	,租赁	,	,10000800C	,	,	,河北银行：10000800C	,	,警报	,人工报警	,2018-07-31 09:43:01	,0001	,2018-07-31 09:44:23	,thlhd01	,	
2018073109442749394922937313	,111用户试机	,	,2018072517424300010000A00A33	,租赁	,	,10000800C	,	,	,河北银行：10000800C	,	,错误	,1号防区接收到未定义的代码(EFF4)	,2018-07-25 17:42:43	,0001	,2018-07-31 09:44:23	,thlhd01	,	
2018073109442756358398782966	,111用户试机	,	,2018073109425400010000A00A83	,租赁	,	,10000800C	,	,	,河北银行：10000800C	,	,警报	,人工报警	,2018-07-31 09:42:54	,0001	,2018-07-31 09:44:23	,thlhd01	,	
2018073109442895997443214116	,111用户试机	,	,2018072517280600010000A00A31	,租赁	,	,10000800C	,	,	,河北银行：10000800C	,	,劫盗	,1号防区劫盗报警	,2018-07-25 17:28:06	,0001	,2018-07-31 09:44:23	,thlhd01	,	
2018073109443079137265404380	,111用户试机	,	,2018073109430600010000A00A26	,租赁	,	,10000800C	,	,	,河北银行：10000800C	,	,警报	,人工报警	,2018-07-31 09:43:06	,0001	,2018-07-31 09:44:23	,thlhd01	,	
2018072610263043173933196518	,111用户试机	,	,2018072618240500010000FA0266	,买断	,	,10000FA02	,	,	,农行_国有股份制银行_lx下级	,	,警报	,人工报警	,2018-07-26 18:24:05	,343	,2018-07-26 18:24:13	,lxxc7	,	
2018072610542872780807067782	,215公司及指挥中心真警	,批量处警 7条数据 215	,2018072610504000010000030A10	,买断	,	,10000030A	,	,	,工行_国有股份制银行_下级1	,民航路1号邯郸机场	,警报	,人工报警	,2018-07-26 10:50:40	,30A	,2018-07-26 10:53:52	,dxmqx2	,	
2018072610542972039768979084	,215公司及指挥中心真警	,批量处警 7条数据 215	,2018072610503800010000030A21	,买断	,	,10000030A	,	,	,工行_国有股份制银行_下级1	,民航路1号邯郸机场	,警报	,人工报警	,2018-07-26 10:50:38	,30A	,2018-07-26 10:53:52	,dxmqx2	,	
2018072610542823928659714479	,215公司及指挥中心真警	,批量处警 7条数据 215	,2018072610504300010000030A78	,买断	,	,10000030A	,	,	,工行_国有股份制银行_下级1	,民航路1号邯郸机场	,警报	,人工报警	,2018-07-26 10:50:43	,30A	,2018-07-26 10:53:52	,dxmqx2	,	
2018072610542914044717470990	,215公司及指挥中心真警	,批量处警 7条数据 215	,2018072610504200010000030A46	,买断	,	,10000030A	,	,	,工行_国有股份制银行_下级1	,民航路1号邯郸机场	,警报	,人工报警	,2018-07-26 10:50:42	,30A	,2018-07-26 10:53:52	,dxmqx2	,	
2018072610542841465114130340	,215公司及指挥中心真警	,批量处警 7条数据 215	,2018072610503200010000030A97	,买断	,	,10000030A	,	,	,工行_国有股份制银行_下级1	,民航路1号邯郸机场	,警报	,人工报警	,2018-07-26 10:50:32	,30A	,2018-07-26 10:53:52	,dxmqx2	,	
2018072610542849753715825434	,215公司及指挥中心真警	,批量处警 7条数据 215	,2018072610503600010000030A67	,买断	,	,10000030A	,	,	,工行_国有股份制银行_下级1	,民航路1号邯郸机场	,警报	,人工报警	,2018-07-26 10:50:36	,30A	,2018-07-26 10:53:52	,dxmqx2	,	
2018072610452870977193869740	,511用户未布防	,超测 核警 511	,201872610450700010000030A16	,买断	,	,10000030A	,	,	,工行_国有股份制银行_下级1	,民航路1号邯郸机场	,用户	,超过测试间隔信号	,2018-07-26 10:45:07	,30A	,2018-07-26 10:45:24	,dxmqx2	,	
2018072610431358660536928519	,511用户未布防	,批量处警-7条数据 511	,2018072610151800010000030A97	,买断	,	,10000030A	,	,	,工行_国有股份制银行_下级1	,民航路1号邯郸机场	,警报	,人工报警	,2018-07-26 10:15:18	,30A	,2018-07-26 10:42:24	,dxmqx2	,	
2018072610431349351663832780	,511用户未布防	,批量处警-7条数据 511	,2018072610151900010000030A51	,买断	,	,10000030A	,	,	,工行_国有股份制银行_下级1	,民航路1号邯郸机场	,警报	,人工报警	,2018-07-26 10:15:19	,30A	,2018-07-26 10:42:24	,dxmqx2	,	
2018072610431319242946151916	,511用户未布防	,批量处警-7条数据 511	,2018072610152700010000030A86	,买断	,	,10000030A	,	,	,工行_国有股份制银行_下级1	,民航路1号邯郸机场	,警报	,人工报警	,2018-07-26 10:15:27	,30A	,2018-07-26 10:42:24	,dxmqx2	,	
2018072610431384009774489115	,511用户未布防	,批量处警-7条数据 511	,2018072610152100010000030A93	,买断	,	,10000030A	,	,	,工行_国有股份制银行_下级1	,民航路1号邯郸机场	,警报	,人工报警	,2018-07-26 10:15:21	,30A	,2018-07-26 10:42:24	,dxmqx2	,	
2018072610431441620125226923	,511用户未布防	,批量处警-7条数据 511	,2018072610152900010000030A48	,买断	,	,10000030A	,	,	,工行_国有股份制银行_下级1	,民航路1号邯郸机场	,警报	,人工报警	,2018-07-26 10:15:29	,30A	,2018-07-26 10:42:24	,dxmqx2	,	
2018072610431318154859917179	,511用户未布防	,批量处警-7条数据 511	,2018072610152400010000030A60	,买断	,	,10000030A	,	,	,工行_国有股份制银行_下级1	,民航路1号邯郸机场	,警报	,人工报警	,2018-07-26 10:15:24	,30A	,2018-07-26 10:42:24	,dxmqx2	,	
2018072610251221176349036259	,511用户未布防	,核警预处理 511 用户未布防	,2018072610150500010000030A93	,买断	,	,10000030A	,	,	,工行_国有股份制银行_下级1	,民航路1号邯郸机场	,警报	,人工报警	,2018-07-26 10:15:05	,30A	,2018-07-26 10:25:08	,dxmqx2	,	
2018072610240420450531514881	,511用户未布防	,核警 511 用户未布防	,2018072610145900010000030A74	,买断	,	,10000030A	,	,	,工行_国有股份制银行_下级1	,民航路1号邯郸机场	,警报	,人工报警	,2018-07-26 10:14:59	,30A	,2018-07-26 10:24:00	,dxmqx2	,	
2018072610230790875951659968	,511用户未布防	,核警 511 用户未布防 25-26处理	,201872509220500010000030A86	,买断	,	,10000030A	,	,	,工行_国有股份制银行_下级1	,民航路1号邯郸机场	,紧急	,1号报警	,2018-07-25 09:22:05	,30A	,2018-07-26 10:23:03	,dxmqx2	,	
2018072610220191479604364318	,111用户试机	,核警 511 用户未布防	,2018072518541300010000030A57	,买断	,	,10000030A	,	,	,工行_国有股份制银行_下级1	,民航路1号邯郸机场	,警报	,人工报警	,2018-07-25 18:54:13	,30A	,2018-07-26 10:21:57	,dxmqx2	,	
